user_id,age,city,total_income,rent_spending,food_spending,transport_spending,shopping_spending,entertainment_spending,current_savings,risk_profile,goal_amount,goal_months
5222,29,Da Nang,16400000,4029396,4524459,2341914,1525476,1337582,2641170,An toàn,50000000,33
5223,25,Da Nang,11600000,2536004,3289588,917399,647599,1283465,2925941,Tăng trưởng,20000000,14
5224,18,Hai Phong,6000000,957309,1791860,590939,325095,275055,2059739,Cân bằng,50000000,17
5225,18,Ho Chi Minh City,6000000,1510935,2082755,540632,517223,465653,882800,Tăng trưởng,150000000,46
5226,19,Can Tho,6900000,902951,2388072,1049195,940045,801302,818432,Cân bằng,100000000,28
5227,22,Hai Phong,9200000,2098794,3395556,1238304,1082956,630110,754277,An toàn,50000000,40
5228,25,Hanoi,11700000,2801549,3926284,1713528,1586888,561155,1110593,Cân bằng,100000000,39
5229,34,Da Nang,19900000,4771383,6623475,2241638,1473294,1054177,3736030,Cân bằng,300000000,45
5230,27,Hai Phong,13100000,2852760,4995798,1646687,1190845,703624,1710283,An toàn,50000000,55
5231,35,Hai Phong,18100000,4098189,4942459,2032452,2171103,2095721,2760074,Tăng trưởng,300000000,43
5232,22,Ho Chi Minh City,9400000,3090007,2721232,970045,1023520,343523,1251669,Tăng trưởng,200000000,36
5233,24,Hai Phong,10000000,2019286,3750059,1258165,1569505,967495,435487,Cân bằng,50000000,11
5234,29,Ho Chi Minh City,16300000,4084971,5585648,2356397,2152327,1281386,839268,Cân bằng,20000000,50
5235,35,Hanoi,17900000,4357155,4303726,1828275,2477434,1238731,3694675,Cân bằng,300000000,52
5236,32,Hanoi,17500000,3747092,6837153,2209117,2188620,1472538,1045476,An toàn,100000000,60
5237,23,Can Tho,10200000,1767252,3987351,1012182,575717,1097178,1760317,Tăng trưởng,20000000,54
5238,25,Can Tho,10900000,1123108,4161292,1634931,1177329,735040,2068297,Cân bằng,300000000,13
5239,35,Hanoi,22200000,5650424,5206079,2114146,1217593,2072045,5939710,Tăng trưởng,200000000,12
5240,25,Da Nang,11100000,2312614,4036279,1382336,1585699,1134654,648416,Tăng trưởng,50000000,48
5241,31,Ho Chi Minh City,16400000,5605291,4429449,1282899,1158312,928813,2995233,An toàn,100000000,23
5242,22,Hai Phong,9700000,1980812,3176993,951201,904826,658156,2028009,An toàn,300000000,34
5243,27,Da Nang,11800000,2474589,3929230,1000677,617783,1289785,2487933,Cân bằng,300000000,32
5244,21,Da Nang,8500000,1897408,3065283,1229423,916774,432566,958544,An toàn,300000000,28
5245,19,Da Nang,6700000,1174563,1950855,1064851,954907,647308,907514,Tăng trưởng,50000000,58
5246,23,Hanoi,9800000,2607886,3310039,930276,747927,987280,1216590,An toàn,200000000,30
5247,31,Hanoi,16900000,4553631,4360615,2036802,2311228,762036,2875686,Tăng trưởng,50000000,53
5248,23,Da Nang,10600000,2381763,3826201,905827,1251043,951242,1283921,An toàn,50000000,36
5249,30,Hanoi,17500000,5074757,5778608,2117237,1072800,1512350,1944245,Cân bằng,300000000,20
5250,33,Hanoi,18200000,4412038,4320879,2241336,1011048,1450487,4764209,An toàn,150000000,12
5251,25,Hanoi,11200000,2879768,3768786,1649780,888882,472130,1540651,Tăng trưởng,100000000,34
5252,27,Hai Phong,13200000,2510492,4488937,1230628,685374,624873,3659693,Cân bằng,150000000,51
5253,21,Ho Chi Minh City,8400000,2824217,2146368,991612,682183,504770,1250847,Tăng trưởng,20000000,35
5254,21,Can Tho,8600000,1678933,2638314,1382696,1030618,485434,1384003,Tăng trưởng,200000000,48
5255,28,Hanoi,13200000,3002737,4948765,1634886,614579,1292492,1706538,Tăng trưởng,300000000,28
5256,21,Da Nang,8800000,1560304,2399347,1045602,413693,474432,2906619,Cân bằng,150000000,28
5257,20,Hai Phong,7500000,1540329,2536086,1046277,1160717,396869,819719,Tăng trưởng,300000000,32
5258,24,Can Tho,10100000,1593893,2603210,922686,935859,454894,3589455,An toàn,150000000,33
5259,22,Hanoi,9600000,2844035,2589246,1195180,1284774,972507,714256,Tăng trưởng,200000000,57
5260,18,Can Tho,6000000,757266,2616825,1046073,628930,344568,606336,Tăng trưởng,20000000,29
5261,18,Ho Chi Minh City,6000000,1928660,1347819,694842,579641,594059,854976,Tăng trưởng,100000000,36
5262,32,Hanoi,18200000,5231377,4791079,1519936,1424290,1046254,4187060,Tăng trưởng,50000000,52
5263,23,Da Nang,9900000,1631444,3118247,1223612,908901,819472,2198321,An toàn,100000000,55
5264,19,Da Nang,6700000,1538172,2266952,602982,517354,598714,1175823,Cân bằng,150000000,40
5265,29,Da Nang,15200000,2795440,3760374,1977282,2177062,767437,3722402,An toàn,100000000,50
5266,35,Hanoi,19900000,5302092,5535928,2557704,2056703,935038,3512532,Cân bằng,20000000,49
5267,19,Da Nang,6900000,1221929,2328880,692779,866395,317322,1472691,An toàn,150000000,44
5268,25,Can Tho,12100000,1260110,3626507,1828948,812397,1145657,3426377,An toàn,20000000,50
5269,30,Can Tho,14900000,2241645,5307039,1940155,2344411,1388407,1678341,Tăng trưởng,50000000,12
5270,25,Can Tho,11300000,1375974,3248189,1741250,805498,1362253,2766834,Tăng trưởng,150000000,24
5271,20,Hanoi,7300000,2074917,1621866,991230,813794,266783,1531408,An toàn,150000000,38
5272,18,Can Tho,6000000,860976,1797899,851882,293815,764266,1431160,Tăng trưởng,50000000,38
5273,29,Hai Phong,13300000,2540291,3648141,1878626,926915,1143600,3162424,Tăng trưởng,50000000,39
5274,20,Can Tho,7900000,1268977,2967657,727686,638101,827615,1469961,An toàn,20000000,29
5275,27,Hai Phong,13400000,2089022,5605123,1296477,1976185,877783,1555408,Cân bằng,50000000,51
5276,33,Hai Phong,18900000,3087633,7367912,2081958,1140971,1144500,4077023,Tăng trưởng,100000000,42
5277,31,Da Nang,15100000,3450809,3747350,1827874,1197225,933889,3942850,An toàn,50000000,48
5278,35,Hanoi,17700000,3682235,5171519,2729103,1577917,1768352,2770871,Cân bằng,100000000,49
5279,26,Da Nang,13600000,2163149,4390946,1244551,1840219,848100,3113032,Cân bằng,100000000,24
5280,33,Can Tho,20200000,3000537,6039676,3360637,3316970,1213373,3268804,Tăng trưởng,200000000,45
5281,26,Hanoi,12700000,2803185,4169008,1316431,1695116,946916,1769343,Cân bằng,150000000,21
5282,28,Da Nang,12700000,1976642,4868682,1884283,1565148,573686,1831556,An toàn,50000000,19
5283,19,Can Tho,6700000,1268625,2609439,642680,853056,496901,829296,Cân bằng,50000000,15
5284,33,Hanoi,18500000,4625545,6636738,2713482,804301,1605154,2114777,An toàn,150000000,12
5285,20,Can Tho,7900000,1475912,2348010,715206,975389,797109,1588371,Cân bằng,150000000,42
5286,23,Hanoi,10300000,2907493,3646689,1212291,1260096,633638,639789,An toàn,300000000,60
5287,25,Hanoi,10800000,2359252,3280909,891930,1674427,828869,1764610,An toàn,50000000,24
5288,23,Da Nang,9300000,1691277,3294576,863715,469709,392477,2588243,Cân bằng,200000000,43
5289,23,Hai Phong,10500000,2231377,4058109,1545655,1365584,1124823,174449,Cân bằng,150000000,43
5290,20,Da Nang,7900000,1265477,3211856,1165539,591646,563105,1102375,Tăng trưởng,200000000,25
5291,30,Hanoi,15900000,3486364,5303032,2435418,2326859,784607,1563716,An toàn,150000000,40
5292,35,Can Tho,20500000,3825951,6603427,2706748,1687820,1572790,4103260,Tăng trưởng,200000000,30
5293,19,Da Nang,6800000,1504754,2215021,672893,1024341,777482,605506,Tăng trưởng,100000000,21
5294,24,Can Tho,11200000,1518417,3839731,1498522,1861627,597842,1883858,An toàn,200000000,10
5295,31,Hanoi,14400000,3848968,5001356,1828948,1649906,1543934,526886,An toàn,300000000,18
5296,20,Ho Chi Minh City,7300000,2540258,2104801,565502,739239,570334,779864,Tăng trưởng,100000000,11
5297,19,Da Nang,6900000,1712728,2479181,571136,1033465,394333,709154,Tăng trưởng,20000000,8
5298,26,Hanoi,12000000,3478050,4012895,1005819,887585,819714,1795934,Tăng trưởng,50000000,38
5299,24,Hanoi,11100000,2853237,3116464,1154048,1309476,560852,2105920,An toàn,200000000,45
5300,20,Da Nang,7300000,1663139,2203193,578452,290809,597357,1967047,Tăng trưởng,300000000,33
5301,30,Hai Phong,17200000,3117031,5104941,1699993,2253148,1787995,3236889,Cân bằng,200000000,13
5302,20,Da Nang,7800000,1392377,2479135,948763,1185147,937445,857130,An toàn,300000000,43
5303,21,Hanoi,8800000,2284078,2729667,1110091,564077,676004,1436080,Tăng trưởng,200000000,10
5304,33,Ho Chi Minh City,16300000,4595329,4414988,1372548,1912452,1423182,2581498,Tăng trưởng,50000000,53
5305,21,Hai Phong,8000000,1723568,2623387,811354,754115,639281,1448292,Tăng trưởng,20000000,34
5306,33,Hai Phong,20100000,4096083,5594987,2888439,957857,1119559,5443072,Tăng trưởng,20000000,15
5307,30,Hai Phong,15600000,2087147,6329315,1660754,1329066,1678750,2514965,Cân bằng,100000000,20
5308,26,Hanoi,11800000,2681655,2919310,1277685,1015734,1213495,2692118,Tăng trưởng,150000000,53
5309,19,Hai Phong,6700000,990005,2198611,1100016,720881,327797,1362687,Cân bằng,20000000,51
5310,19,Da Nang,6800000,1673908,2295590,870187,753393,426204,780715,Cân bằng,150000000,18
5311,24,Can Tho,10400000,1165302,2916301,1126014,819612,567036,3805732,Tăng trưởng,150000000,54
5312,27,Hanoi,14100000,4154080,4715400,1112374,1733010,588183,1796950,Cân bằng,300000000,18
5313,31,Da Nang,15600000,3115488,6039118,1546709,980007,1731075,2187599,Cân bằng,300000000,56
5314,35,Hai Phong,18000000,2456929,4828163,2150709,1815187,1575004,5174006,Cân bằng,100000000,59
5315,35,Hai Phong,18600000,3881230,6562517,2897767,2496697,786333,1975454,Cân bằng,300000000,39
5316,34,Ho Chi Minh City,20300000,5815769,6304056,1598822,1022979,990497,4567873,Cân bằng,150000000,18
5317,25,Hai Phong,12200000,2006730,3197618,1579632,1679372,731698,3004948,Cân bằng,150000000,22
5318,28,Hai Phong,12500000,2021638,3887613,1246107,1030666,1529903,2784070,Cân bằng,300000000,17
5319,19,Hai Phong,6700000,948866,2313319,977189,628127,503824,1328671,An toàn,50000000,22
5320,19,Hanoi,6800000,1565562,1772503,854375,944057,289982,1373518,An toàn,200000000,38
5321,20,Can Tho,7600000,1349767,1921087,1128088,1232470,906789,1061796,Tăng trưởng,20000000,41
5322,23,Ho Chi Minh City,9200000,2608875,2533605,1025800,1306648,685948,1039121,Tăng trưởng,200000000,28
5323,29,Ho Chi Minh City,15200000,4600304,4129444,1965142,1237759,644789,2622559,Cân bằng,100000000,28
5324,31,Hanoi,16500000,4008893,5983432,2079726,2201014,962207,1264725,Cân bằng,100000000,52
5325,21,Hai Phong,8700000,1393329,3027417,1115121,1084638,1066261,1013231,An toàn,20000000,28
5326,25,Hai Phong,11600000,1925117,3206497,1926844,656881,1015921,2868737,Tăng trưởng,100000000,12
5327,20,Ho Chi Minh City,7300000,2197791,2207896,721775,311658,258434,1602443,Tăng trưởng,100000000,32
5328,28,Hai Phong,13900000,2963837,3848371,1174460,2171116,806738,2935475,Cân bằng,150000000,50
5329,23,Ho Chi Minh City,9400000,3249608,2839072,971537,642423,415301,1282057,Cân bằng,300000000,20
5330,28,Ho Chi Minh City,15100000,4186829,3590161,2092648,1598337,737795,2894226,Tăng trưởng,20000000,25
5331,34,Ho Chi Minh City,20300000,5221756,5011957,1729546,822547,1809893,5704298,Tăng trưởng,150000000,10
5332,25,Hai Phong,12200000,2203503,3562767,1474881,1074176,1404981,2479688,Tăng trưởng,50000000,59
5333,24,Hanoi,11600000,3478865,3031027,923943,641736,870927,2653499,Cân bằng,100000000,46
5334,21,Can Tho,8700000,1641791,2978416,1403286,768791,1058221,849491,Tăng trưởng,300000000,48
5335,24,Da Nang,10300000,2374194,3580483,1065213,481606,419246,2379256,An toàn,100000000,31
5336,33,Hai Phong,18500000,3336029,5968473,2758149,2012426,815021,3609898,An toàn,20000000,27
5337,18,Ho Chi Minh City,6000000,1978945,1811876,755935,531086,323867,598288,An toàn,200000000,9
5338,31,Ho Chi Minh City,17800000,4948482,4068870,2129158,1932897,1372747,3347843,An toàn,200000000,50
5339,28,Da Nang,14000000,2516661,3891614,2039089,1602421,823212,3126999,Tăng trưởng,20000000,21
5340,34,Hai Phong,18900000,2524044,6177844,3129712,1579894,1089318,4399185,Tăng trưởng,150000000,6
5341,26,Da Nang,12600000,2055940,4720226,1429064,1350621,1373338,1670808,Tăng trưởng,300000000,36
5342,25,Hanoi,10500000,2699000,3110742,1380091,876541,769319,1664304,Tăng trưởng,200000000,10
5343,25,Can Tho,12400000,1362783,3585582,1463327,1998927,1383770,2605608,Cân bằng,300000000,8
5344,26,Hanoi,13100000,3334947,3818005,1435527,795690,1274430,2441397,Tăng trưởng,150000000,13
5345,23,Ho Chi Minh City,10300000,2771432,3399259,1239121,1041678,542385,1306123,Tăng trưởng,20000000,44
5346,26,Da Nang,11400000,2108686,4577534,1605158,891802,1299467,917351,An toàn,300000000,9
5347,35,Hanoi,20000000,5807034,4655722,2165890,1002189,2127876,4241285,Cân bằng,100000000,45
5348,19,Da Nang,6900000,1534487,2195926,1062313,933910,487376,685985,Cân bằng,300000000,45
5349,19,Can Tho,6700000,1095622,2799622,1010211,348621,407550,1038371,Cân bằng,100000000,25
5350,23,Hanoi,10100000,2670984,3341713,899702,1354802,966949,865848,An toàn,50000000,38
5351,28,Hai Phong,13600000,2888915,4722800,1786083,2138419,1597795,465984,Cân bằng,50000000,30
5352,33,Hanoi,19800000,5312989,5508814,2605899,2877626,740688,2753981,Tăng trưởng,20000000,11
5353,19,Hai Phong,6800000,1131558,2332360,587245,1005159,829804,913870,Cân bằng,200000000,23
5354,19,Ho Chi Minh City,6900000,1907639,2369222,875539,432898,700329,614371,An toàn,20000000,59
5355,35,Ho Chi Minh City,20100000,5185528,6003821,2728688,1494252,1143904,3543805,Tăng trưởng,100000000,7
5356,23,Ho Chi Minh City,9800000,3187192,2226554,1144150,735122,688595,1818384,Tăng trưởng,20000000,40
5357,25,Hanoi,11500000,3366494,3460167,1035616,1176272,886905,1574545,Cân bằng,150000000,53
5358,35,Ho Chi Minh City,19300000,5764063,5394632,2126613,2663531,1155951,2195206,An toàn,20000000,45
5359,21,Hanoi,8500000,2023403,2456483,1201945,621104,483522,1713540,An toàn,100000000,13
5360,24,Hanoi,11400000,3250207,2995830,902684,562039,885616,2803621,An toàn,100000000,17
5361,21,Da Nang,8400000,1482478,3343185,759609,816007,359453,1639265,An toàn,200000000,48
5362,19,Hai Phong,7000000,1439896,2195170,852537,339901,482398,1690096,An toàn,100000000,43
5363,21,Hai Phong,8300000,1311153,2606231,1249824,812459,432295,1888036,Tăng trưởng,200000000,32
5364,30,Ho Chi Minh City,16200000,4472423,3773405,1489239,1443962,1254177,3766791,Tăng trưởng,200000000,14
5365,30,Hai Phong,14400000,2535160,4418761,2011591,1021265,1523541,2889679,Tăng trưởng,150000000,56
5366,35,Ho Chi Minh City,17000000,4926503,5465726,1383353,659761,1607498,2957155,Cân bằng,150000000,57
5367,25,Da Nang,12500000,2171467,3781509,1702420,1771855,680534,2392212,Cân bằng,20000000,21
5368,30,Hai Phong,15700000,2457615,6328338,1362859,2510233,1355657,1685295,Tăng trưởng,300000000,10
5369,22,Can Tho,9200000,1375549,3700525,1331624,476007,705286,1611006,Cân bằng,20000000,16
5370,33,Hanoi,15600000,4587033,4850510,1546688,1124521,749917,2741328,Cân bằng,100000000,39
5371,21,Hai Phong,8000000,1341140,3261216,1303738,1081244,599127,413532,Tăng trưởng,150000000,51
5372,28,Hai Phong,13400000,2659847,3290509,2075682,1959588,870441,2543930,Tăng trưởng,300000000,53
5373,20,Da Nang,7800000,1626760,2400801,1039371,573890,442866,1716309,Cân bằng,300000000,11
5374,29,Hai Phong,13200000,2283217,4422518,1620674,1929793,1191711,1752084,Tăng trưởng,50000000,49
5375,20,Hai Phong,7600000,1723666,1964391,1146980,929888,558209,1276863,Cân bằng,200000000,23
5376,23,Hai Phong,10100000,1488407,3901057,1530795,540597,1091272,1547869,Cân bằng,300000000,6
5377,21,Can Tho,8600000,1707501,2111867,1358082,940746,497295,1984506,Tăng trưởng,200000000,18
5378,22,Hanoi,9300000,2262635,2275254,1373979,1350166,1010921,1027042,Cân bằng,150000000,24
5379,28,Da Nang,14000000,2652704,5271154,1501221,1122171,695309,2757437,An toàn,20000000,30
5380,19,Ho Chi Minh City,6700000,2293904,1403982,748237,340313,521141,1392421,Tăng trưởng,300000000,52
5381,26,Da Nang,11100000,2396124,4188196,975964,1534095,993601,1012018,An toàn,100000000,60
5382,30,Da Nang,16400000,3827210,4507866,2004237,2160182,1087936,2812567,Tăng trưởng,100000000,38
5383,27,Ho Chi Minh City,13600000,3664057,3180939,1699938,614234,1016982,3423846,Tăng trưởng,50000000,21
5384,24,Da Nang,10400000,2303755,3558845,1401093,1505471,825421,805412,An toàn,300000000,50
5385,25,Hai Phong,12100000,1683911,4804742,1886335,773592,1247140,1704277,Tăng trưởng,100000000,31
5386,22,Hai Phong,9100000,1560912,3486532,1503765,409764,404585,1734440,Cân bằng,200000000,9
5387,31,Ho Chi Minh City,18400000,5942989,5286204,1564250,2238910,1845846,1521798,Cân bằng,100000000,53
5388,33,Hanoi,16700000,3541947,4472691,1677784,1465198,914387,4627989,Tăng trưởng,300000000,34
5389,25,Hai Phong,11800000,1557147,5003573,1891471,1220846,1453545,673414,Tăng trưởng,100000000,34
5390,22,Da Nang,9300000,1800212,2412282,1101332,430269,864417,2691485,Cân bằng,20000000,29
5391,22,Hanoi,8700000,1772247,2932575,1172558,478175,670763,1673678,An toàn,50000000,27
5392,25,Hanoi,11100000,2908165,2995161,1296049,578812,1003338,2318472,Cân bằng,300000000,10
5393,26,Hai Phong,11700000,2438463,3473988,995803,1308884,750182,2732677,Tăng trưởng,100000000,11
5394,34,Hai Phong,18600000,3803016,5867505,1880328,2724336,760737,3564074,Cân bằng,200000000,57
5395,23,Hanoi,9600000,2109240,3259131,1405105,1325581,940842,560098,Tăng trưởng,20000000,49
5396,35,Hai Phong,18200000,2541521,4851809,1622673,3027540,1889629,4266825,An toàn,100000000,14
5397,31,Da Nang,15600000,2843463,4300293,2223123,1528390,1438802,3265926,Tăng trưởng,300000000,12
5398,32,Can Tho,18400000,2516953,6603572,2356711,2561848,1904942,2455971,Cân bằng,150000000,49
5399,28,Hai Phong,14400000,1990514,5795947,1872097,1945766,1665662,1130010,Tăng trưởng,20000000,8
5400,32,Da Nang,18700000,3504902,4850413,1694109,2024366,1599811,5026396,Tăng trưởng,150000000,15
5401,35,Da Nang,20900000,4325184,5328721,2830582,1062328,1547497,5805685,Cân bằng,300000000,39
5402,27,Can Tho,12000000,1502438,3380694,1509390,1534190,1188981,2884303,Cân bằng,150000000,27
5403,21,Hanoi,8300000,2396859,1910583,929504,547062,703001,1812988,Tăng trưởng,100000000,19
5404,35,Can Tho,20800000,3562827,5403954,3386686,2680065,1238959,4527506,Tăng trưởng,50000000,18
5405,35,Da Nang,20900000,4587166,5270666,1726898,861391,1678439,6775437,Cân bằng,300000000,39
5406,33,Hanoi,19400000,4700463,5511873,2407500,2275184,2014627,2490349,Tăng trưởng,100000000,30
5407,23,Hai Phong,10500000,2356974,2649338,1589056,757938,895318,2251373,Tăng trưởng,200000000,13
5408,32,Ho Chi Minh City,15300000,4078801,5596193,1740004,1484595,855334,1545070,An toàn,300000000,34
5409,27,Da Nang,13400000,2454531,5011380,2094973,1149726,1238568,1450820,Tăng trưởng,20000000,37
5410,22,Ho Chi Minh City,8700000,2393080,2662914,896662,1162967,914199,670175,Tăng trưởng,20000000,38
5411,30,Da Nang,15500000,3564946,4546867,2017031,1147991,1441186,2781977,Tăng trưởng,50000000,18
5412,19,Hanoi,6900000,2021845,2190859,642234,966206,353105,725748,An toàn,100000000,13
5413,28,Can Tho,15500000,2212181,5086862,1634649,1951187,1779525,2835593,An toàn,20000000,51
5414,24,Hai Phong,11600000,1557913,3349240,1802978,1563632,709165,2617070,Cân bằng,20000000,45
5415,32,Ho Chi Minh City,17900000,6101346,4497587,1938134,1797904,1218656,2346370,An toàn,300000000,21
5416,18,Da Nang,6000000,1220620,2281054,920326,860528,572598,144870,Cân bằng,150000000,23
5417,30,Da Nang,15100000,3409768,3764312,1817399,2056989,740624,3310906,Tăng trưởng,150000000,21
5418,31,Hai Phong,17700000,2360284,4828182,2649522,2129209,2157458,3575343,Cân bằng,150000000,41
5419,22,Da Nang,9800000,1591319,3906596,831119,1444053,1133497,893413,Cân bằng,100000000,35
5420,21,Hai Phong,8500000,1185192,3409658,1020847,829764,501009,1553527,An toàn,100000000,24
5421,32,Da Nang,16800000,2680321,6851141,2045976,1440574,1817805,1964180,Tăng trưởng,300000000,32
5422,33,Ho Chi Minh City,19800000,5150503,5307843,2655976,2617186,902012,3166477,Cân bằng,300000000,31
5423,34,Ho Chi Minh City,16600000,5131387,5474757,2166564,740833,635049,2451406,Tăng trưởng,300000000,16
5424,29,Can Tho,13300000,1989112,4854688,1622450,2099509,1489794,1244444,Tăng trưởng,150000000,20
5425,19,Ho Chi Minh City,6800000,1984318,1856465,875627,500372,671650,911565,Cân bằng,200000000,60
5426,21,Ho Chi Minh City,8300000,2187963,2000887,1051106,530925,846870,1682246,Cân bằng,20000000,59
5427,20,Hanoi,7700000,2268952,2611581,1085743,686312,686389,361020,An toàn,50000000,36
5428,19,Hai Phong,6900000,1247643,2004499,592500,588131,773363,1693861,Tăng trưởng,20000000,13
5429,25,Da Nang,11200000,2550141,2937430,986818,573033,804441,3348135,An toàn,20000000,7
5430,34,Da Nang,16600000,2685310,4615750,2245054,954874,1478043,4620966,An toàn,50000000,26
5431,28,Hanoi,14800000,3072893,4080105,2306618,837033,903268,3600080,An toàn,200000000,59
5432,25,Hai Phong,11600000,1801973,3561892,1745303,1859812,609433,2021584,Cân bằng,200000000,44
5433,27,Da Nang,13000000,1999584,4084680,1721573,641515,1048657,3503987,An toàn,300000000,22
5434,21,Hanoi,8300000,2070523,1991832,1191177,1182618,460271,1403575,Cân bằng,150000000,55
5435,26,Hanoi,13200000,3299765,3436984,1293041,1830471,1483717,1856019,An toàn,20000000,9
5436,21,Ho Chi Minh City,8000000,2274177,2645270,1142085,287169,816640,834656,Cân bằng,100000000,13
5437,30,Ho Chi Minh City,15700000,4394995,3709316,1426354,2260612,886526,3022194,Tăng trưởng,50000000,56
5438,34,Da Nang,16600000,3829077,6238311,2031654,1155977,1246961,2098017,An toàn,100000000,9
5439,34,Da Nang,19400000,3305324,7771248,1776332,1454425,1379508,3713160,An toàn,300000000,14
5440,28,Hai Phong,15100000,2128856,6096426,2504366,1503886,1237110,1629353,Cân bằng,200000000,23
5441,23,Ho Chi Minh City,9400000,2414645,2559794,1130755,873414,391297,2030090,Tăng trưởng,50000000,20
5442,28,Da Nang,14700000,2917886,4306830,1284824,1444130,1464053,3282274,Tăng trưởng,100000000,52
5443,21,Ho Chi Minh City,8300000,2797177,1699275,858319,673227,385988,1886011,Cân bằng,50000000,14
5444,35,Da Nang,17100000,4131641,5465963,1791358,1692534,1462479,2556021,An toàn,50000000,6
5445,34,Hanoi,21300000,5661771,5667373,1626131,1816105,1316299,5212317,Cân bằng,50000000,9
5446,30,Ho Chi Minh City,17000000,4961417,5382550,2073935,1466962,886449,2228683,Cân bằng,100000000,27
5447,20,Can Tho,7700000,1489212,2267371,885016,755990,822143,1480264,Cân bằng,150000000,9
5448,27,Da Nang,12600000,3118583,3475178,1184660,543142,595982,3682452,An toàn,50000000,48
5449,25,Hai Phong,11500000,1819031,2947292,1710694,1431945,859757,2731277,An toàn,50000000,37
5450,26,Ho Chi Minh City,11800000,3737249,3645711,1282960,1253604,621757,1258715,Cân bằng,300000000,52
5451,22,Ho Chi Minh City,8900000,3110080,2584099,1017769,976338,459268,752442,Cân bằng,300000000,46
5452,18,Da Nang,6000000,1457656,2238153,732946,678835,479998,412409,Tăng trưởng,150000000,23
5453,29,Ho Chi Minh City,15100000,4052496,5306965,1563345,969813,1240555,1966821,An toàn,300000000,36
5454,33,Da Nang,19400000,3106983,7965317,2111881,2981909,2360827,873080,Cân bằng,300000000,17
5455,33,Hanoi,20000000,4387385,5021530,2995444,2191671,1587220,3816747,Tăng trưởng,50000000,14
5456,28,Can Tho,12500000,2245205,4980153,1775730,1237270,673597,1588042,Cân bằng,300000000,12
5457,19,Can Tho,6800000,1121139,2006377,721823,432245,640809,1877604,Cân bằng,300000000,37
5458,33,Hai Phong,16900000,3605931,6482849,1929909,1838636,1015786,2026886,Tăng trưởng,20000000,35
5459,19,Da Nang,6800000,1674088,2442062,608589,659970,597600,817688,An toàn,50000000,22
5460,19,Hai Phong,6700000,975461,2637195,816932,681387,753174,835848,An toàn,20000000,51
5461,23,Da Nang,9300000,1610136,2538374,1527870,618023,589882,2415712,An toàn,100000000,23
5462,18,Hanoi,6000000,1248081,1506808,908523,561675,372355,1402556,Tăng trưởng,200000000,14
5463,22,Can Tho,9800000,1312053,2738776,1167736,599452,617313,3364668,An toàn,300000000,54
5464,24,Can Tho,10000000,1902398,2810700,1527154,590977,821432,2347336,Cân bằng,20000000,7
5465,22,Ho Chi Minh City,9200000,2740009,2943409,1069709,883926,693443,869501,Cân bằng,50000000,6
5466,21,Can Tho,8100000,882176,2908442,1304802,1160549,491622,1352406,Tăng trưởng,300000000,51
5467,28,Hai Phong,12900000,2272968,4061617,1537626,903031,599219,3525536,Cân bằng,150000000,12
5468,23,Hai Phong,10100000,1959541,2905455,1524025,1452851,965544,1292580,Cân bằng,200000000,38
5469,35,Hai Phong,21700000,4345344,7444038,3364385,2653528,1866686,2026017,An toàn,300000000,45
5470,30,Hanoi,14800000,3515808,4692234,2132005,2220411,1376750,862790,An toàn,150000000,14
5471,23,Hai Phong,9900000,2140523,3279163,953327,1143508,689456,1694020,Cân bằng,200000000,8
5472,25,Can Tho,10900000,1745780,4572736,1627907,1114089,506596,1332889,Cân bằng,200000000,12
5473,29,Hai Phong,13600000,2689827,3473672,1459397,842948,702431,4431722,Tăng trưởng,150000000,44
5474,26,Hanoi,13000000,3413284,2913850,1812225,1698283,732080,2430275,Cân bằng,300000000,52
5475,34,Hai Phong,16600000,3391174,4322849,2072646,802619,1013821,4996888,Tăng trưởng,50000000,42
5476,28,Can Tho,13400000,1598908,4967904,1369600,655602,1538299,3269684,Tăng trưởng,50000000,29
5477,20,Can Tho,7600000,871970,2313719,1276641,1200251,784476,1152940,Tăng trưởng,20000000,49
5478,22,Ho Chi Minh City,9000000,2577024,2545440,695864,794675,895143,1491852,Cân bằng,100000000,56
5479,26,Hanoi,11300000,3075309,4052143,1082205,1252400,640990,1196949,Cân bằng,300000000,19
5480,18,Can Tho,6000000,724962,1672955,616459,893759,397975,1693887,Cân bằng,200000000,20
5481,19,Da Nang,6800000,1240914,2709383,1061861,458980,457041,871819,Cân bằng,150000000,55
5482,20,Da Nang,7400000,1479461,2107670,1179790,1158662,766608,707807,An toàn,20000000,46
5483,32,Da Nang,15000000,2496571,3935406,2485679,1319691,1825021,2937629,Cân bằng,100000000,32
5484,26,Hanoi,11300000,2281494,3533910,1633008,910480,1177842,1763263,Tăng trưởng,20000000,43
5485,35,Hai Phong,20500000,4434445,7855187,2651107,2532196,1651890,1375171,Tăng trưởng,100000000,25
5486,31,Can Tho,15200000,2468054,4137003,2037552,886372,886193,4784824,An toàn,100000000,53
5487,31,Da Nang,17700000,2678691,6808519,1988970,1549087,1941767,2732963,Tăng trưởng,200000000,45
5488,18,Hai Phong,6000000,1111498,2300387,686426,825049,657313,419324,An toàn,200000000,41
5489,27,Da Nang,13500000,2346209,4776216,1219449,1567839,1492424,2097860,Tăng trưởng,300000000,29
5490,33,Da Nang,19200000,3954264,4599450,2850209,2787545,1561638,3446891,An toàn,150000000,26
